bot_id,mice_type,steps,alpha
2,2,32,0.06
2,2,418,0.06
2,2,174,0.06
2,2,178,0.06
2,2,426,0.06
2,2,342,0.06
2,2,372,0.06
2,2,90,0.06
2,2,294,0.06
2,2,228,0.06
2,2,542,0.06
2,2,404,0.06
2,2,206,0.06
2,2,18,0.06
2,2,270,0.06
2,2,866,0.06
2,2,184,0.06
2,2,230,0.06
2,2,540,0.06
2,2,258,0.06
2,2,290,0.06
2,2,664,0.06
2,2,504,0.06
2,2,220,0.06
2,2,236,0.06
2,2,224,0.06
2,2,250,0.06
2,2,174,0.06
2,2,76,0.06
2,2,222,0.06
2,2,292,0.06
2,2,314,0.06
2,2,144,0.06
2,2,460,0.06
2,2,198,0.06
2,2,514,0.06
2,2,322,0.06
2,2,966,0.06
2,2,82,0.06
2,2,206,0.06
2,2,146,0.06
2,2,184,0.06
2,2,234,0.06
2,2,228,0.06
2,2,162,0.06
2,2,488,0.06
2,2,12,0.06
2,2,50,0.06
2,2,156,0.06
2,2,228,0.06
2,2,166,0.06
2,2,326,0.06
2,2,122,0.06
2,2,110,0.06
2,2,522,0.06
2,2,250,0.06
2,2,344,0.06
2,2,338,0.06
2,2,222,0.06
2,2,592,0.06
2,2,284,0.06
2,2,180,0.06
2,2,510,0.06
2,2,204,0.06
2,2,76,0.06
2,2,556,0.06
2,2,300,0.06
2,2,408,0.06
2,2,650,0.06
2,2,224,0.06
2,2,352,0.06
2,2,222,0.06
2,2,294,0.06
2,2,162,0.06
2,2,166,0.06
2,2,258,0.06
2,2,134,0.06
2,2,294,0.06
2,2,340,0.06
2,2,78,0.06
2,2,288,0.06
2,2,138,0.06
2,2,244,0.06
2,2,162,0.06
2,2,238,0.06
2,2,258,0.06
2,2,382,0.06
2,2,250,0.06
2,2,178,0.06
2,2,326,0.06
2,2,204,0.06
2,2,230,0.06
2,2,186,0.06
2,2,560,0.06
2,2,198,0.06
2,2,408,0.06
2,2,230,0.06
2,2,294,0.06
2,2,356,0.06
2,2,194,0.06
2,2,290,0.06
2,2,92,0.06
2,2,374,0.06
2,2,240,0.06
2,2,274,0.06
2,2,132,0.06
2,2,154,0.06
2,2,478,0.06
2,2,260,0.06
2,2,206,0.06
2,2,44,0.06
2,2,458,0.06
2,2,298,0.06
2,2,364,0.06
2,2,106,0.06
2,2,226,0.06
2,2,40,0.06
2,2,150,0.06
2,2,278,0.06
2,2,288,0.06
2,2,134,0.06
2,2,160,0.06
2,2,512,0.06
2,2,150,0.06
2,2,296,0.06
2,2,328,0.06
2,2,324,0.06
2,2,254,0.06
2,2,76,0.06
2,2,494,0.06
2,2,236,0.06
2,2,28,0.06
2,2,378,0.06
2,2,282,0.06
2,2,112,0.06
2,2,208,0.06
2,2,140,0.06
2,2,378,0.06
2,2,124,0.06
2,2,154,0.06
2,2,202,0.06
2,2,612,0.06
2,2,190,0.06
2,2,240,0.06
2,2,308,0.06
2,2,440,0.06
2,2,244,0.06
2,2,210,0.06
2,2,164,0.06
2,2,248,0.06
2,2,142,0.06
2,2,406,0.06
2,2,1192,0.06
2,2,280,0.06
2,2,516,0.06
2,2,68,0.06
2,2,440,0.06
2,2,72,0.06
2,2,418,0.06
2,2,116,0.06
2,2,330,0.06
2,2,312,0.06
2,2,604,0.06
2,2,474,0.06
2,2,352,0.06
2,2,366,0.06
2,2,238,0.06
2,2,270,0.06
2,2,194,0.06
2,2,230,0.06
2,2,218,0.06
2,2,520,0.06
2,2,334,0.06
2,2,70,0.06
2,2,206,0.06
2,2,664,0.06
2,2,88,0.06
2,2,72,0.06
2,2,226,0.06
2,2,306,0.06
2,2,222,0.06
2,2,220,0.06
2,2,212,0.06
2,2,124,0.06
2,2,208,0.06
2,2,396,0.06
